Timestamp,Raw_ADC,Voltage,Rs_kOhm,Rs_R0,Gas_Index,Delta_Index,Trend
2026-08-27 16:34:47,246.0,1.202,31.585,3.159,15.83,0.0,STABLE
2026-08-27 16:34:48,246.0,1.202,31.585,3.159,15.83,0.0,STABLE
2026-08-27 16:34:49,247.0,1.207,31.417,3.142,15.91,0.08,STABLE
2026-08-27 16:34:50,247.0,1.207,31.417,3.142,15.91,0.0,STABLE
2026-08-27 16:34:51,247.0,1.207,31.417,3.142,15.91,0.0,STABLE
2026-08-27 16:34:52,247.0,1.207,31.417,3.142,15.91,0.0,STABLE
2026-08-27 16:34:53,247.0,1.207,31.417,3.142,15.91,0.0,STABLE
2026-08-27 16:34:54,246.0,1.202,31.585,3.159,15.83,-0.08,STABLE
2026-08-27 16:34:55,247.0,1.207,31.417,3.142,15.91,0.08,STABLE
2026-08-27 16:34:56,247.0,1.207,31.417,3.142,15.91,0.0,STABLE
2026-08-27 16:34:57,247.0,1.207,31.417,3.142,15.91,0.0,STABLE
2026-08-27 16:34:58,247.0,1.207,31.417,3.142,15.91,0.0,STABLE
2026-08-27 16:34:59,247.0,1.207,31.417,3.142,15.91,0.0,STABLE
2026-08-27 16:35:00,246.0,1.202,31.585,3.159,15.83,-0.08,STABLE
2026-08-27 16:35:01,246.0,1.202,31.585,3.159,15.83,0.0,STABLE
2026-08-27 16:35:02,246.0,1.202,31.585,3.159,15.83,0.0,STABLE
2026-08-27 16:35:03,246.0,1.202,31.585,3.159,15.83,0.0,STABLE
2026-08-27 16:35:04,246.0,1.202,31.585,3.159,15.83,0.0,STABLE
2026-08-27 16:35:05,245.0,1.197,31.755,3.176,15.75,-0.08,STABLE
2026-08-27 16:35:06,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:35:07,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:35:08,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:35:09,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:35:10,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:35:11,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:35:12,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:35:13,246.0,1.202,31.585,3.159,15.83,0.08,STABLE
2026-08-27 16:35:14,246.0,1.202,31.585,3.159,15.83,0.0,STABLE
2026-08-27 16:35:15,246.0,1.202,31.585,3.159,15.83,0.0,STABLE
2026-08-27 16:35:16,246.0,1.202,31.585,3.159,15.83,0.0,STABLE
2026-08-27 16:35:17,245.0,1.197,31.755,3.176,15.75,-0.08,STABLE
2026-08-27 16:35:18,246.0,1.202,31.585,3.159,15.83,0.08,STABLE
2026-08-27 16:35:19,246.0,1.202,31.585,3.159,15.83,0.0,STABLE
2026-08-27 16:35:20,246.0,1.202,31.585,3.159,15.83,0.0,STABLE
2026-08-27 16:35:21,245.0,1.197,31.755,3.176,15.75,-0.08,STABLE
2026-08-27 16:35:22,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:35:23,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:35:24,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:35:25,244.0,1.193,31.926,3.193,15.66,-0.08,STABLE
2026-08-27 16:35:26,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:35:27,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:35:28,243.0,1.188,32.099,3.21,15.58,-0.08,STABLE
2026-08-27 16:35:29,243.0,1.188,32.099,3.21,15.58,0.0,STABLE
2026-08-27 16:35:30,243.0,1.188,32.099,3.21,15.58,0.0,STABLE
2026-08-27 16:35:31,243.0,1.188,32.099,3.21,15.58,0.0,STABLE
2026-08-27 16:35:32,242.0,1.183,32.273,3.227,15.49,-0.08,STABLE
2026-08-27 16:35:33,242.0,1.183,32.273,3.227,15.49,0.0,STABLE
2026-08-27 16:35:34,244.0,1.193,31.926,3.193,15.66,0.17,STABLE
2026-08-27 16:35:35,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:35:36,245.0,1.197,31.755,3.176,15.75,0.08,STABLE
2026-08-27 16:35:37,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:35:38,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:35:39,244.0,1.193,31.926,3.193,15.66,-0.08,STABLE
2026-08-27 16:35:40,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:35:41,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:35:42,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:35:43,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:35:44,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:35:45,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:35:46,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:35:47,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:35:48,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:35:49,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:35:50,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:35:51,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:35:52,243.0,1.188,32.099,3.21,15.58,-0.08,STABLE
2026-08-27 16:35:53,243.0,1.188,32.099,3.21,15.58,0.0,STABLE
2026-08-27 16:35:54,243.0,1.188,32.099,3.21,15.58,0.0,STABLE
2026-08-27 16:35:55,243.0,1.188,32.099,3.21,15.58,0.0,STABLE
2026-08-27 16:35:56,243.0,1.188,32.099,3.21,15.58,0.0,STABLE
2026-08-27 16:35:57,243.0,1.188,32.099,3.21,15.58,0.0,STABLE
2026-08-27 16:35:58,243.0,1.188,32.099,3.21,15.58,0.0,STABLE
2026-08-27 16:35:59,244.0,1.193,31.926,3.193,15.66,0.08,STABLE
2026-08-27 16:36:00,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:36:01,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:36:02,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:36:03,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:36:04,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:36:05,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:36:06,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:36:07,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:36:08,245.0,1.197,31.755,3.176,15.75,0.08,STABLE
2026-08-27 16:36:09,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:36:10,244.0,1.193,31.926,3.193,15.66,-0.08,STABLE
2026-08-27 16:36:11,245.0,1.197,31.755,3.176,15.75,0.08,STABLE
2026-08-27 16:36:12,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:36:13,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:36:14,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:36:15,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:36:16,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:36:17,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:36:18,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:36:19,245.0,1.197,31.755,3.176,15.75,0.0,STABLE
2026-08-27 16:36:20,244.0,1.193,31.926,3.193,15.66,-0.08,STABLE
2026-08-27 16:36:21,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
2026-08-27 16:36:22,244.0,1.193,31.926,3.193,15.66,0.0,STABLE
